,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,(0.25952854677819726-0.823253614762037j),(0.8854363490848434-0.9020705376602812j),(0.028508509680883476-0.22246863647995097j),(0.4625194220835015-0.8786459934924892j),(0.4926012718835523-0.3428880326378607j),(0.1984044649543506-0.4368216475018568j),(0.738276935874666-0.21802218866388612j),(0.43237070881244766-0.989868714130488j),(0.10245906625391521-0.45779517298367756j),(0.37669585136230865-0.6311646143545308j),(0.5669418276931288+0j),(0.39661565593987613+0.08886039552325908j),(0.7077102412964452+0.10469244585922755j),(0.6630142963527046+0.2503796449432196j),(0.6872530040310578+0.7766028443333661j),(0.9153453632833448+0.01710617378305923j),(0.05767038223091492+0.45555336854640216j),(0.9347539782396534+0.7066288222825595j),(0.7429049060530549+0.5537765517770286j),(0.05193901855019467+0.4201170457748282j),(0.3698530627299971+0.8676154792871815j),(0.3805841164863948+0.16144739503522987j),(0.6122274835799137+0.41022943352925245j),(0.0664260197814418+0.503048973442083j),(0.1126055576066064+0.1127218249223002j),(0.8737939401859949+0.04930391903549769j),(0.5385227390563141+0.3519597457136059j),(0.4582056129005829+0.6528076489965017j),(0.31542326435266044+0.2676601344438898j),(0.9495267683823656+0.7118266989495919j),(0.7605504747134791+0.5766004704975091j),(0.7955912664963791+0.2587038654254893j),(0.6058367533999068+0.0376034941614547j),(0.7177933973864011+0.09402549550225814j),(0.24197525707710588+0.13975326040886782j),(0.019642667867844743+0.4987274359367625j),(0.5729379988452953+0.7517830840703478j),(0.6990298457911833+0.45929709866861057j),(0.6615100069395042+0.9228973150483194j),(0.973725818134753+0.07658365174760662j),(0.8291934864181715+0.8522602783820186j),(0.6971524166081142+0.2076689232527067j),(0.20768635914116518+0.18515648564997655j),(0.8436646041481074+0.8271222533156875j),(0.41518633544601935+0.693519834145117j),(0.992080301619504+0.5437196290154804j),(0.11393437560365949+0.9395867797569598j),(0.4778137809058741+0.9004806291480973j),(0.0386142572213376+0.7380985766947443j),(0.7649477444481216+0.5979270242019203j)
11,(0.7361075017944018-0.5887759849009984j),(0.05192629153972994-0.09365889419210494j),(0.5814701044707512-0.02031208416590702j),(0.6914909403843004-0.9612502241356033j),(0.7666021791951612-0.849304236636656j),(0.042792053392724405-0.8696142660264704j),(0.43571940601558035-0.9466066487091166j),(0.3191038912981614-0.6172099965865712j),(0.536153758465709-0.2252085492371575j),(0.5071934338833668-0.34201311863877937j),(0.39661565593987613-0.08886039552325908j),(0.7667439972687344+0j),(0.48938389016816686+0.3508995124466918j),(0.6381899524765026+0.8370966722665593j),(0.0814141885999442+0.8186106368884954j),(0.5137453711146067+0.7152192689210845j),(0.07030028246656228+0.9700919703262604j),(0.17461540053919+0.17399130396092444j),(0.9464260951213227+0.46779597969384556j),(0.2751541410897168+0.3147349920975656j),(0.5047558820593508+0.9556950715910764j),(0.21727322973871588+0.10930659279778288j),(0.5807541844639132+0.34471107699106307j),(0.3622041697508983+0.09994096035897759j),(0.6529348173856426+0.9076363055737611j),(0.4622321547900594+0.9815162169760363j),(0.72595835293096+0.9310873870023225j),(0.5242792776022572+0.3861054675971709j),(0.8267388525487716+0.7285790407436997j),(0.37084671455348894+0.13331128154911553j),(0.7780319244136952+0.37063553533834315j),(0.036988874249028636+0.6158804956754305j),(0.22828837642136257+0.42095713874948204j),(0.16967828968111043+0.6789260745991618j),(0.8114452331007341+0.9500004357197861j),(0.933535794146762+0.5999737543150478j),(0.9125274199316119+0.2618500333409516j),(0.15679534962394825+0.41215261512345414j),(0.8460642367038893+0.2823545241075448j),(0.962085949538911+0.46015169813548773j),(0.5304934563053747+0.3030912357134623j),(0.8508375968826709+0.2300003318135787j),(0.4888272019287615+0.7505764893208727j),(0.2857044367756226+0.11794905270928768j),(0.6617652715398507+0.6894779267214487j),(0.5144208727750035+0.4685918811570915j),(0.5910303044997672+0.5644118868246644j),(0.13167637778647467+0.8339896968631132j),(0.5532583235473832+0.48739722443152766j),(0.03785459577325656+0.3947660792497204j)
12,(0.23143447167264586-0.5797222248757855j),(0.028824458706113498-0.797361764092009j),(0.937636257960628-0.08275781966335294j),(0.04038460376616382-0.21439331373582293j),(0.8597961900778794-0.8395409812396463j),(0.38274447702165604-0.8948931567636196j),(0.06555113112178179-0.6486639838639618j),(0.3584519650353778-0.7863995709068128j),(0.6444202621268899-0.17611267479883652j),(0.9254783265462815-0.9341877268652883j),(0.7077102412964452-0.10469244585922755j),(0.48938389016816686-0.3508995124466918j),(0.5256164914368177+0j),(0.20779013741731245+0.30122415913966105j),(0.3585707706579082+0.32130005510701987j),(0.48416120971946075+0.8440556871371442j),(0.05383777559579139+0.5157900364013088j),(0.3729546029527555+0.9385010909991051j),(0.11917790431297293+0.8142367547769688j),(0.9796103925436103+0.9677469622735007j),(0.8549619649576076+0.6611172942374599j),(0.8244059222341281+0.9649291977455043j),(0.8936570901578077+0.09802614476412652j),(0.8338199192232992+0.08413623699607142j),(0.8411291754923461+0.369606788967216j),(0.8041305819091213+0.85039905640875j),(0.4936736493167526+0.33741645985484225j),(0.8065280205892178+0.0963702977883556j),(0.8462904246283602+0.5286921793687201j),(0.9906813146425385+0.8637395680831503j),(0.6459904330985005+0.7853024249217707j),(0.45423964437352937+0.6156752938249408j),(0.48453591957079023+0.5479977924150568j),(0.34919236910950224+0.30655827433695937j),(0.43005889553670174+0.493152213713301j),(0.5644264262937374+0.1845913701695716j),(0.6730196197308483+0.2728672593155467j),(0.35249421585870166+0.01473583581136828j),(0.7933848403416602+0.5356582154394519j),(0.907935588506271+0.06843435324825031j),(0.31816796943696757+0.42485281220874116j),(0.6330549720159174+0.10063433719812842j),(0.3565123451647261+0.9688218198114734j),(0.4081870747699684+0.66727275519882j),(0.5543993991779285+0.6891125916516007j),(0.5966496226296887+0.7091868277024781j),(0.8491858029385461+0.7384049370500363j),(0.45506109138266926+0.45083116544392754j),(0.40265494580611416+0.7772379322717284j),(0.15361540609044733+0.7656445483713978j)
13,(0.5583266305148517-0.627079650314625j),(0.9432074344276036-0.14018447542865964j),(0.7237531894898198-0.3538271487242829j),(0.2381257651662696-0.3224309971886007j),(0.5021002260621439-0.2500291950068164j),(0.9835657138769234-0.022830921938656434j),(0.4039945948166732-0.5672176342406856j),(0.6441575363626216-0.19839058155336053j),(0.28382008548453297-0.8835104539077218j),(0.6886687006079871-0.6554580796876491j),(0.6630142963527046-0.2503796449432196j),(0.6381899524765026-0.8370966722665593j),(0.20779013741731245-0.30122415913966105j),(0.9001533476741997+0j),(0.15717588055812926+0.37307823112972194j),(0.418232964689641+0.37312436342892896j),(0.45091619270653893+0.5810805430038593j),(0.1889511791669125+0.5871977351703295j),(0.988658143004997+0.17007861248145195j),(0.40383281196767395+0.5420139564631526j),(0.5956440727437509+0.11183571515067392j),(0.5762015291003408+0.6952827383027079j),(0.9933382932005934+0.03766933147635654j),(0.7636360846405011+0.5684522774926223j),(0.8862663827426095+0.6594811499546205j),(0.5979018462441285+0.5137518812494254j),(0.7931412599000136+0.049063951026823927j),(0.9386198540984535+0.48339846539334197j),(0.9530392486646223+0.1702215607462142j),(0.5518918625618009+0.490881931056915j),(0.8761370897543519+0.5999491899591174j),(0.6503527731120069+0.7048311161832798j),(0.8326209394293036+0.3936673126676551j),(0.946079026400452+0.7822026515523027j),(0.1001216459045472+0.7580552071721252j),(0.8824377611384266+0.1592821297572211j),(0.07895146977593204+0.7596945110864485j),(0.944889676899363+0.5731247082292821j),(0.10520975214882977+0.1884400377262785j),(0.10493033436678534+0.7652530385455883j),(0.7073324574679133+0.8737152841067561j),(0.8680906803572971+0.5901031184978633j),(0.39445531685104873+0.6489500552666105j),(0.39969076280772575+0.5500034338126074j),(0.8786090698822415+0.9271344424895775j),(0.6484595429323957+0.3067810039694938j),(0.36134444459111836+0.3526985939052002j),(0.7336242924771476+0.2016463506473254j),(0.26595368222646576+0.20168346941369397j),(0.48449556722882614+0.6414846635237877j)
14,(0.3098051467493673-0.5930388388627874j),(0.3499004536568322-0.8073984988144153j),(0.9318646877464011-0.22270503999075986j),(0.25807286258760265-0.36230900321373294j),(0.8852159410464671-0.39320842272495304j),(0.9938782557733586-0.44526002844923496j),(0.0643125182329296-0.4382796089642109j),(0.46829388259434057-0.4913735399623438j),(0.15275332851224233-0.41291805399700143j),(0.823662435706765-0.8430357688304171j),(0.6872530040310578-0.7766028443333661j),(0.0814141885999442-0.8186106368884954j),(0.3585707706579082-0.32130005510701987j),(0.15717588055812926-0.37307823112972194j),(0.5257232427923609+0j),(0.6878317625195884+0.4902728503679339j),(0.9492179785545951+0.05352188819325132j),(0.48651146293036596+0.9399994148419595j),(0.17155864114688302+0.9709502802324446j),(0.17463870183561858+0.7532516454839098j),(0.0990285397389925+0.8498809437661959j),(0.7591061976673285+0.6548039186482927j),(0.13417695556270404+0.11695262099891846j),(0.18136090244313463+0.11796711850735186j),(0.4025443060400291+0.04236121230968559j),(0.7275975660623244+0.8802953602323395j),(0.1752788174221095+0.32435483492805095j),(0.941668582799733+0.26056443955235886j),(0.14621607926973124+0.5805081240477428j),(0.6851235385502681+0.6578654251424195j),(0.25860377500410825+0.776109259569102j),(0.41305084991638374+0.41741636971776985j),(0.4728012098725649+0.13326187749770513j),(0.4664483769499689+0.8870871418489632j),(0.6727184143549463+0.42896471781690304j),(0.7135900505292033+0.8025771523959858j),(0.3688245080832062+0.005287028427301443j),(0.36165333869104854+0.5751401950654188j),(0.15955946581711322+0.15819438452748802j),(0.3759616946923032+0.4132375011971259j),(0.3153720252755817+0.33148013963791645j),(0.5697654565932609+0.5473543937284429j),(0.3892944916233825+0.9284182236948986j),(0.6077117640378348+0.6373750246563625j),(0.16207141384795698+0.2196428303956357j),(0.34685048475011504+0.26826216225341826j),(0.1296137927051565+0.5593431435397758j),(0.16163508010684635+0.30793016330321865j),(0.755978602324634+0.33655531145878603j),(0.5499235065176242+0.29331566125850794j)
15,(0.11218334765273108-0.9436618967151266j),(0.5485330911170928-0.4928615221388931j),(0.07120706679748412-0.5144321812807678j),(0.3360172433603479-0.14734132559287905j),(0.8154999177973056-0.631689510256567j),(0.5012379248963855-0.7166258185287758j),(0.5288719614309916-0.1681745808551286j),(0.1702533368239013-0.34218398240071624j),(0.7401967999880658-0.7744396581879303j),(0.07640629993488601-0.8314866902731897j),(0.9153453632833448-0.01710617378305923j),(0.5137453711146067-0.7152192689210845j),(0.48416120971946075-0.8440556871371442j),(0.418232964689641-0.37312436342892896j),(0.6878317625195884-0.4902728503679339j),(0.11795346324259703+0j),(0.13661891605287269+0.9755027585152329j),(0.9572406468526449+0.11600566659901779j),(0.9576408738675648+0.19980188828723722j),(0.6904914686707752+0.05751841405634128j),(0.8988431145906797+0.14928642622940846j),(0.9595962141598748+0.033912250265790256j),(0.4707571158087249+0.28390123855731864j),(0.7518230805356825+0.8226451333634309j),(0.6826566903068987+0.2083992736113598j),(0.9258982695378518+0.6331919676759353j),(0.7167038499819837+0.9551713957190008j),(0.4878250840756547+0.9856093181981547j),(0.02185961594352981+0.6442570063677893j),(0.6479937327732241+0.07382649867884405j),(0.7436949089041219+0.9454447882236047j),(0.3587252275236308+0.8315162051847502j),(0.09966638552947082+0.13339493283519188j),(0.7529913638758836+0.7639636306515275j),(0.37848107498263217+0.929771456115084j),(0.4763701754814019+0.22352125941879986j),(0.6523156309334517+0.6639115557445341j),(0.2995079865092488+0.7162143992081389j),(0.8068372727359133+0.14528473523984164j),(0.1336942350549325+0.5750330069219624j),(0.140248085254163+0.9742304184315894j),(0.24120273361669986+0.8650755181986753j),(0.2259783577317741+0.918271325285019j),(0.20755867087549285+0.28328190133130493j),(0.5569807297529983+0.9483484928990755j),(0.5817208615064259+0.24911474884113194j),(0.7829003525653819+0.10947789746296943j),(0.281022950830745+0.04359883245955143j),(0.6430927439914347+0.9675664015662209j),(0.5213525439678746+0.5903609386296624j)
16,(0.5065837579799738-0.6578641059661242j),(0.8152289559984807-0.7526655254165189j),(0.16875180409498836-0.27697720379293245j),(0.45481182120455044-0.6963279748608907j),(0.5428859823157123-0.6023207978460751j),(0.6351607352374691-0.36651898912733205j),(0.4055761631242494-0.6208530232543896j),(0.4664350893931779-0.7015544061684817j),(0.9048847613695156-0.4166488222086032j),(0.11363967869662162-0.02791013034188705j),(0.05767038223091492-0.45555336854640216j),(0.07030028246656228-0.9700919703262604j),(0.05383777559579139-0.5157900364013088j),(0.45091619270653893-0.5810805430038593j),(0.9492179785545951-0.05352188819325132j),(0.13661891605287269-0.9755027585152329j),(0.439949610696724+0j),(0.29296601441233106+0.44280018205250726j),(0.8676026817189453+0.8136134387279337j),(0.39022246447300524+0.6744778135380002j),(0.2757672544327191+0.49861028611553293j),(0.47940790607933503+0.08243760445797932j),(0.8226587614875048+0.83765316728531j),(0.6451848761971879+0.6231273155746151j),(0.05248668847596771+0.6062606303168036j),(0.5342420470305034+0.26747450165923836j),(0.8053722375899506+0.06266945388285394j),(0.6924971409524849+0.6131850898116944j),(0.29596549947797646+0.2562729095813614j),(0.7728015316603273+0.9178626540756227j),(0.19286594070477803+0.8694198490300754j),(0.2125930738289713+0.7667082774361202j),(0.697894401926763+0.9366732950125485j),(0.4824927423690132+0.8708954763922008j),(0.9281667873473967+0.24544034338327825j),(0.5945365759376048+0.4474403268602759j),(0.38622988234013467+0.5880368402064198j),(0.36254299493252506+0.10224084709683423j),(0.6511543355482898+0.6344341493645514j),(0.13483456783097025+0.8230899367579962j),(0.769763353913462+0.8953677975413339j),(0.51075577100367+0.08292470054338152j),(0.6650159545172406+0.8583665927843309j),(0.7844394187192351+0.4275298766423081j),(0.8744699070691319+0.6025105990623122j),(0.894529179855035+0.20946153978488624j),(0.7753314650279604+0.26122811290500025j),(0.10423952383998558+0.2738161695331248j),(0.19069652056649933+0.5483623659722316j),(0.2063748722666543+0.5471468344267408j)
17,(0.18119608262006515-0.5459965831650553j),(0.6589171284715925-0.3678781387480816j),(0.2930113099492273-0.1370931280173977j),(0.2132604725497811-0.9870336419802982j),(0.16026852489407173-0.4515564253484893j),(0.8003365873683134-0.4771405158145615j),(0.5074190470245686-0.3822637714941509j),(0.19171184689573162-0.007913893625684842j),(0.2754693047150687-0.7984597570503681j),(0.4093951511450177-0.9037029648774628j),(0.9347539782396534-0.7066288222825595j),(0.17461540053919-0.17399130396092444j),(0.3729546029527555-0.9385010909991051j),(0.1889511791669125-0.5871977351703295j),(0.48651146293036596-0.9399994148419595j),(0.9572406468526449-0.11600566659901779j),(0.29296601441233106-0.44280018205250726j),(0.0396053314063618+0j),(0.7819574010028477+0.5228985608057499j),(0.5339682472513821+0.6361919945071646j),(0.9424927841288732+0.31415894485075413j),(0.9283074565136012+0.21711573221803915j),(0.9461957509913331+0.3349088074185872j),(0.04644199915396119+0.4128486636381713j),(0.6675952679178099+0.3304168191686433j),(0.2573721853955806+0.015969547600197753j),(0.4831685455085536+0.2595499454086717j),(0.7053946587111588+0.8916063167203483j),(0.5812024681053559+0.9163410146620565j),(0.7539510716868524+0.9276517499950139j),(0.9622669776571957+0.663650003105449j),(0.650456501524959+0.9020921074366557j),(0.006126952088563842+0.33694209428040633j),(0.09945493161172247+0.9321747224746069j),(0.9655494700269533+0.7570066502982824j),(0.8992666256639201+0.7988431983221509j),(0.04720764438977365+0.8415804258321923j),(0.0751032184839292+0.3355110663260943j),(0.9689411621332007+0.4407039363824077j),(0.959094513343708+0.07049918513315467j),(0.41377706216093735+0.4296498800058528j),(0.3280624324099741+0.009224771423191558j),(0.24426670956170882+0.41012314746506695j),(0.5662771203206328+0.1661383365306648j),(0.36885657772356706+0.0389609225953883j),(0.9851067573996493+0.5944869651857375j),(0.5057681517540754+0.33233271035044787j),(0.7108960178422767+0.6278494117958808j),(0.7331767178137133+0.576603378300763j),(0.4997168202119594+0.4718948655120033j)
18,(0.302302129440727-0.8624763088256372j),(0.7825979651461141-0.9888800353346423j),(0.40778928850465623-0.975449429942316j),(0.5830800011745838-0.11750983629266021j),(0.7601286390054404-0.19977875621188923j),(0.9409854817264255-0.9350868741723579j),(0.8466153491079724-0.3254764435868973j),(0.3379423056790074-0.8722866391392037j),(0.3358975285664194-0.5075850099511601j),(0.844380158576053-0.04946398646883743j),(0.7429049060530549-0.5537765517770286j),(0.9464260951213227-0.46779597969384556j),(0.11917790431297293-0.8142367547769688j),(0.988658143004997-0.17007861248145195j),(0.17155864114688302-0.9709502802324446j),(0.9576408738675648-0.19980188828723722j),(0.8676026817189453-0.8136134387279337j),(0.7819574010028477-0.5228985608057499j),(0.42550949591353515+0j),(0.4651248713016175+0.09223863312119784j),(0.12302486562929194+0.92758288148093j),(0.4317593010894262+0.8442093811368695j),(0.40285075536110704+0.924858932045797j),(0.12311948476008672+0.3256331100066219j),(0.7086768515120118+0.30342358962180394j),(0.3610575429402033+0.6897400812293623j),(0.7307419888333567+0.24342279087081153j),(0.8677469911857979+0.11935106138505669j),(0.24750037373228595+0.7861656523247404j),(0.28834280303586546+0.64295798602061j),(0.15305183168944847+0.24185054845176857j),(0.21912106847243185+0.8895141058882813j),(0.3363774270729457+0.7534982792489197j),(0.2517647476116066+0.6371489465285155j),(0.7522327908043138+0.2617221561732369j),(0.30498011827467464+0.6567188409598603j),(0.32853539566040835+0.43690191231385056j),(0.7657235470759048+0.9449464262665122j),(0.7723399580310257+0.9120997796077427j),(0.3528575942707919+0.6276691058101035j),(0.9551119867738438+0.765701126995443j),(0.24652149316571492+0.9725686215855928j),(0.04416459503864212+0.6842826895867599j),(0.6124815586632959+0.13648663902915192j),(0.6941095277381959+0.9904223926652312j),(0.5718308465975255+0.2026238955805103j),(0.2995291255782425+0.50857387051599j),(0.36793416038332283+0.21463553007635294j),(0.9630971896304914+0.7379037465479742j),(0.41819858068865245+0.08262981571384853j)
19,(0.5432927804731154-0.21711067822718944j),(0.6648488765690171-0.4506554480245585j),(0.8849346327729297-0.4409972059331133j),(0.8603133044574207-0.22249978767145928j),(0.06185751577897014-0.34804281944916193j),(0.9094186943877705-0.3611381987077231j),(0.7425550104578547-0.8316490526031413j),(0.4936583630648823-0.7006037018224518j),(0.5268913941304361-0.10631328783301319j),(0.8863346542861975-0.5497727167004183j),(0.05193901855019467-0.4201170457748282j),(0.2751541410897168-0.3147349920975656j),(0.9796103925436103-0.9677469622735007j),(0.40383281196767395-0.5420139564631526j),(0.17463870183561858-0.7532516454839098j),(0.6904914686707752-0.05751841405634128j),(0.39022246447300524-0.6744778135380002j),(0.5339682472513821-0.6361919945071646j),(0.4651248713016175-0.09223863312119784j),(0.9911581542228398+0j),(0.25176287511629125+0.5643637583090982j),(0.12905986162281746+0.3107851473557608j),(0.9142455294913343+0.7429292185288947j),(0.7949558653209613+0.7372901424472633j),(0.3669346351837126+0.12329060225192645j),(0.8235621721067907+0.8198840071967686j),(0.587708352953901+0.5961506609316235j),(0.5850394572936694+0.9223065053404884j),(0.32555933787039393+0.5557201267549795j),(0.8763613018383898+0.2386722577178918j),(0.8652478666298423+0.13572723865178182j),(0.07117755165475514+0.6211921022988791j),(0.9550201871034695+0.18673077472845734j),(0.9855646174249841+0.9433858247993815j),(0.9271339495301276+0.24467704445186556j),(0.14053088661140878+0.6666377786756696j),(0.04686407412922444+0.4385904739868671j),(0.18486965074176942+0.6655086228224034j),(0.7305532402705305+0.8734635193552929j),(0.5713805121504907+0.41540269284268494j),(0.9224331967142159+0.8564865597109105j),(0.6085246125044336+0.1884109054891081j),(0.0775955012411832+0.71488555865367j),(0.3395484762886283+0.3717004307740749j),(0.18232965690439074+0.1376062233037081j),(0.17268089266693232+0.1527434910608253j),(0.4107243847638785+0.8025417924404668j),(0.5450698063858975+0.6362348091223059j),(0.5928772640327797+0.5436665000597697j),(0.2413306654670232+0.5563288745643252j)
20,(0.7796543105404593-0.9029802445004445j),(0.19435801280433995-0.6737435514693181j),(0.8129683788007919-0.8136636429330922j),(0.17046988468802393-0.26086460886954266j),(0.4579419800527248-0.13026397176041016j),(0.20085680710494436-0.9637404943670436j),(0.6118491582946265-0.19482563306043688j),(0.7746934262485493-0.2356976726884097j),(0.7511994643682113-0.8426100444806538j),(0.951105823875737-0.9968640181403148j),(0.3698530627299971-0.8676154792871815j),(0.5047558820593508-0.9556950715910764j),(0.8549619649576076-0.6611172942374599j),(0.5956440727437509-0.11183571515067392j),(0.0990285397389925-0.8498809437661959j),(0.8988431145906797-0.14928642622940846j),(0.2757672544327191-0.49861028611553293j),(0.9424927841288732-0.31415894485075413j),(0.12302486562929194-0.92758288148093j),(0.25176287511629125-0.5643637583090982j),(0.47068595297047744+0j),(0.6117071290731694+0.40160530878816736j),(0.3995658207152407+0.8300055722932058j),(0.8788192249482926+0.23217808683670071j),(0.6654775900497981+0.19340090223559547j),(0.4395958512982939+0.8582478454920002j),(0.3495774280223207+0.4575865422665587j),(0.7361520574082541+0.3932080920955078j),(0.23252602106377807+0.5052828925861244j),(0.4766062342198313+0.9537157548969438j),(0.7819360261178342+0.6563975138793763j),(0.05851399069082208+0.43441669161431773j),(0.8756166086608056+0.5360520832378578j),(0.6471934022612033+0.4590384333752232j),(0.242319889457844+0.12440611007916358j),(0.36223954197676766+0.8146741444959154j),(0.41005844264117663+0.4906123411085842j),(0.05633255134382653+0.6343453167798541j),(0.13127603177881852+0.7502260686430822j),(0.9983212019562847+0.4793492082371661j),(0.34444671051068354+0.09816960644047235j),(0.7724825191332358+0.496117073797528j),(0.051434972555910674+0.8668669400788295j),(0.06132091709278786+0.9935049912953648j),(0.8856815531480008+0.9590440793174885j),(0.5443687056126092+0.029927546324963528j),(0.6038035110092353+0.4372072665635164j),(0.20924531779229105+0.8302692206223937j),(0.9538457722550259+0.9366515129065062j),(0.9787671598571319+0.9806935221553038j)
21,(0.5825149726264238-0.7538534382206855j),(0.8587238763151951-0.36098116933385915j),(0.6789062885517367-0.4889739079013785j),(0.07860734300017602-0.17125963172461556j),(0.2905722459947241-0.8136940471617271j),(0.3520095870842065-0.8477874238569165j),(0.7637159677459338-0.4247271938846233j),(0.6063875215537206-0.8657734890763121j),(0.9052628713483573-0.7332008940596153j),(0.08691972036563766-0.5635906862741706j),(0.3805841164863948-0.16144739503522987j),(0.21727322973871588-0.10930659279778288j),(0.8244059222341281-0.9649291977455043j),(0.5762015291003408-0.6952827383027079j),(0.7591061976673285-0.6548039186482927j),(0.9595962141598748-0.033912250265790256j),(0.47940790607933503-0.08243760445797932j),(0.9283074565136012-0.21711573221803915j),(0.4317593010894262-0.8442093811368695j),(0.12905986162281746-0.3107851473557608j),(0.6117071290731694-0.40160530878816736j),(0.8962002793590036+0j),(0.17136379751832442+0.07333800304057991j),(0.154234855397696+0.6806158145294464j),(0.8138207242704559+0.1672645541501211j),(0.11178266216745747+0.45475894358591507j),(0.12740692706374745+0.24107648285295447j),(0.9334254502447362+0.26378766380212915j),(0.44067059748869464+0.6142570779666561j),(0.20098957183706867+0.07836161927913732j),(0.4509151034778899+0.4992500458121838j),(0.23358719253988414+0.7946456435304199j),(0.49937955881353213+0.5107533385911374j),(0.4929831660518169+0.1623521413923018j),(0.7684135849728185+0.8182122745833246j),(0.16466157034047801+0.4472646222248139j),(0.4954337674841204+0.6599682832790241j),(0.6660724800227565+0.08832202606398643j),(0.4864119122739866+0.05315800017041461j),(0.9318983477130912+0.8680101406147831j),(0.7814213032463638+0.15093286865450595j),(0.3734462706215841+0.5146518255284384j),(0.3068260647218771+0.327482002487684j),(0.8614486655043105+0.6753714888740207j),(0.10406273266904154+0.4157378283753792j),(0.7577817638907292+0.06747532336807804j),(0.7030197433116113+0.45470115724351345j),(0.4355048275625324+0.3431610954278427j),(0.4719702711151291+0.48606830494072417j),(0.5973928830223804+0.8285553297889388j)
22,(0.9062800439452998-0.13771931021364836j),(0.8505956891073103-0.11443089242649329j),(0.03780382580516828-0.804153596167103j),(0.5524538131691008-0.3003231621335357j),(0.5268576619528339-0.47737471349901395j),(0.8275171738244453-0.5767538497539287j),(0.1789044090080587-0.9854882922406908j),(0.12270645278538617-0.8388771453526493j),(0.8692754149365371-0.576184020636235j),(0.7390319041920534-0.922370422438852j),(0.6122274835799137-0.41022943352925245j),(0.5807541844639132-0.34471107699106307j),(0.8936570901578077-0.09802614476412652j),(0.9933382932005934-0.03766933147635654j),(0.13417695556270404-0.11695262099891846j),(0.4707571158087249-0.28390123855731864j),(0.8226587614875048-0.83765316728531j),(0.9461957509913331-0.3349088074185872j),(0.40285075536110704-0.924858932045797j),(0.9142455294913343-0.7429292185288947j),(0.3995658207152407-0.8300055722932058j),(0.17136379751832442-0.07333800304057991j),(0.5815916748658657+0j),(0.45930614107445134+0.511517510697685j),(0.02217239032886953+0.2833157360290445j),(0.2955587218262897+0.7848485669185447j),(0.09851982919407476+0.487301743480104j),(0.3337263845059528+0.6583299201555336j),(0.24316589237586594+0.13826556684414593j),(0.5296419281667694+0.8447746191065418j),(0.45474738062326336+0.7195057468220888j),(0.37924469797710825+0.6567880664698015j),(0.8784007918442268+0.25370845810333054j),(0.17284582997512044+0.7039612182757371j),(0.5484283739793155+0.2157399663084244j),(0.1350733211831926+0.18129343890845118j),(0.04012401228972373+0.8214346333934746j),(0.3521083837364609+0.33990150540505104j),(0.20404837557764632+0.21728105595249136j),(0.42498505038806844+0.24833316648224013j),(0.18508914722147285+0.0806491471026034j),(0.6272718028372465+0.4213538011252448j),(0.4058080548481794+0.841027861143545j),(0.687375810348687+0.5485582147582285j),(0.3922286058176401+0.7426590951838117j),(0.735300390767509+0.14177439121791424j),(0.05789200351450974+0.01910950011707535j),(0.19576053323093978+0.5002031688463756j),(0.9055971761696937+0.9407941746337142j),(0.5394744992583667+0.19501937902834765j)
23,(0.7496818617438834-0.08768054667898117j),(0.14344982513884175-0.3915899856217815j),(0.24682505530904641-0.9412246834503605j),(0.061235083706374094-0.011849298995082136j),(0.26056326074530434-0.574984362547908j),(0.5901264693774738-0.7407352017131692j),(0.8506141441811389-0.8300929523475744j),(0.8453040668941948-0.1584887523221009j),(0.3001621588012039-0.4509359671398606j),(0.5636777905113671-0.7155006410890501j),(0.0664260197814418-0.503048973442083j),(0.3622041697508983-0.09994096035897759j),(0.8338199192232992-0.08413623699607142j),(0.7636360846405011-0.5684522774926223j),(0.18136090244313463-0.11796711850735186j),(0.7518230805356825-0.8226451333634309j),(0.6451848761971879-0.6231273155746151j),(0.04644199915396119-0.4128486636381713j),(0.12311948476008672-0.3256331100066219j),(0.7949558653209613-0.7372901424472633j),(0.8788192249482926-0.23217808683670071j),(0.154234855397696-0.6806158145294464j),(0.45930614107445134-0.511517510697685j),(0.4409341358746868+0j),(0.9600623881505421+0.30879466832798796j),(0.8737840761679895+0.649438720368714j),(0.11277464497528777+0.08680523381363303j),(0.2982988413367471+0.1755317299341158j),(0.5476662996206948+0.6469253646407241j),(0.010741906532318768+0.6585493629931548j),(0.7845589436321696+0.2634985938282567j),(0.7611621080443722+0.9455266273191112j),(0.90552469737211+0.29568626398333864j),(0.6524867690259304+0.7917260530010668j),(0.6523805635346084+0.9301521719915216j),(0.32277367629907594+0.9401747251520597j),(0.309613576481398+0.4301537663431154j),(0.6088668738974516+0.9809332604616876j),(0.19106929344044687+0.9166251305469828j),(0.7338722722680086+0.7446598567941728j),(0.5700818140163979+0.8921372071470053j),(0.3862531962079201+0.19583300913721657j),(0.6823007622864602+0.7475638354999755j),(0.30537559577199236+0.6218757498481471j),(0.6560566958435468+0.13704882695100995j),(0.335438413601855+0.7293278753407951j),(0.6029378407924105+0.11937501567430475j),(0.4283173078791982+0.11449293289657625j),(0.10690432695963792+0.6806459379570509j),(0.07887842657848676+0.8806102562516951j)
